NU_ANO,UF,Nome_Municipio,VL_ADICIONADO_BRUTO_AGROPECUARIA,VL_ADICIONADO_BRUTO_INDUSTRIA,VL_ADICIONADO_BRUTO_SERVICOS,VL_ADICIONADO_BRUTO_ADMINISTRACA,VL_ADICIONADO_BRUTO_TOTAL,VL_IMPOSTOS_LIQUIDOS_SUBSIDIOS,VL_PIB_PRECOS_CORRENTES,VL_PIB_PER_CAPTA_PRECOS_CORRENTE,NU_NOTA_CN_Mean,NU_NOTA_CN_StdDev,NU_NOTA_CN_Min,NU_NOTA_CN_Max,NU_NOTA_CN_N,NU_NOTA_CN_P10,NU_NOTA_CN_Q1,NU_NOTA_CN_Median,NU_NOTA_CN_Q3,NU_NOTA_CN_P90,NU_NOTA_CN_P95,NU_NOTA_CN_P99,NU_NOTA_CN_CV,NU_NOTA_CH_Mean,NU_NOTA_CH_StdDev,NU_NOTA_CH_Min,NU_NOTA_CH_Max,NU_NOTA_CH_N,NU_NOTA_CH_P10,NU_NOTA_CH_Q1,NU_NOTA_CH_Median,NU_NOTA_CH_Q3,NU_NOTA_CH_P90,NU_NOTA_CH_P95,NU_NOTA_CH_P99,NU_NOTA_CH_CV,NU_NOTA_LC_Mean,NU_NOTA_LC_StdDev,NU_NOTA_LC_Min,NU_NOTA_LC_Max,NU_NOTA_LC_N,NU_NOTA_LC_P10,NU_NOTA_LC_Q1,NU_NOTA_LC_Median,NU_NOTA_LC_Q3,NU_NOTA_LC_P90,NU_NOTA_LC_P95,NU_NOTA_LC_P99,NU_NOTA_LC_CV,NU_NOTA_MT_Mean,NU_NOTA_MT_StdDev,NU_NOTA_MT_Min,NU_NOTA_MT_Max,NU_NOTA_MT_N,NU_NOTA_MT_P10,NU_NOTA_MT_Q1,NU_NOTA_MT_Median,NU_NOTA_MT_Q3,NU_NOTA_MT_P90,NU_NOTA_MT_P95,NU_NOTA_MT_P99,NU_NOTA_MT_CV,NU_NOTA_REDACAO_Mean,NU_NOTA_REDACAO_StdDev,NU_NOTA_REDACAO_Min,NU_NOTA_REDACAO_Max,NU_NOTA_REDACAO_N,NU_NOTA_REDACAO_P10,NU_NOTA_REDACAO_Q1,NU_NOTA_REDACAO_Median,NU_NOTA_REDACAO_Q3,NU_NOTA_REDACAO_P90,NU_NOTA_REDACAO_P95,NU_NOTA_REDACAO_P99,NU_NOTA_REDACAO_CV,LATITUDE,LONGITUDE
2019,RO,Alta Floresta d`Oeste,"162,668","14,441","130,220","158,948","466,278","29,351","495,629","21,600.73",466.84444444,66.631751555,338.3,641.4,297,378.2,414.3,459.5,517.8,558.3,584.8,619.6,14.272795221,493.86565657,76.360379339,0,662.4,297,403.1,441.5,495.7,553.7,583.6,603,642.4,15.461771501,504.00875421,64.781162731,0,645.3,297,422.5,472,508.7,547.9,573.7,588.7,631.4,12.853182051,500.19461279,90.068478291,359.2,761.8,297,398.6,429.5,480.5,570.8,634.9,669.6,723.5,18.006686995,569.36026936,147.01510369,240,960,297,380,480,580,640,760,860,940,25.821103369,-11.92,-61.99
2019,RO,Ariquemes,"170,831","283,899","1,136,039","703,663","2,294,432","284,398","2,578,830","23,908.38",462.97081612,66.628117076,328.1,722.4,1936,375.5,409.5,460.7,512.1,556.1,575.4,610,14.391429169,494.90413223,75.762566237,0,725.1,1936,394.5,438.65,499,554.35,588,608.7,644,15.308533775,510.38068182,58.112831965,0,660.2,1936,436.1,477.5,515,549.65,578.5,594.1,620.9,11.386173896,498.97215909,88.85044232,359,812.6,1936,396.9,427.7,483.3,557.7,629.6,666.6,726,17.80669336,555.27892562,132.18350994,220,960,1936,380,480,560,620,720,780,900,23.804885048,-9.91,-63.04
2019,RO,Cabixi,"61,501","3,267","25,547","43,646","133,961","5,998","139,959","26,347.78",460.12307692,68.391378356,337.6,616.5,52,374.1,407.85,452.45,516.9,551.1,565.2,616.5,14.863714034,485.05576923,74.71122816,325.5,626.6,52,377.2,443.45,485.85,544,571.1,605.8,626.6,15.402605824,498.72884615,51.562877422,360.5,595.8,52,424.1,470.45,502.8,536.2,563.7,574.8,595.8,10.338860048,506.65576923,89.253280081,366.9,713.3,52,385.1,441.3,494.6,577.85,624.2,654.5,713.3,17.616157853,531.92307692,123.8126108,260,840,52,340,470,560,600,640,720,840,23.276412733,-13.49,-60.54
2019,RO,Cacoal,"193,077","178,514","1,070,827","564,238","2,006,655","253,988","2,260,644","26,483.95",469.70927384,67.767042794,328.6,664.6,2286,382.6,417.6,465,517.7,560.3,587.4,629.5,14.427444074,498.02370954,79.011364983,0,701.2,2286,394.8,441.9,501.8,556.9,592.7,617.8,660.6,15.864980616,512.8552056,59.869391591,0,687.1,2286,431.1,479.9,518.85,554.6,581.7,596.5,626.8,11.673741621,510.24825022,95.248039816,359.9,871.6,2286,397.2,435.5,492.2,578.5,647.4,685.9,753.2,18.666999794,561.3648294,144.5986549,160,960,2286,360,480,560,640,740,820,920,25.758410098,-11.43,-61.44
2019,RO,Cerejeiras,"70,992","16,167","230,623","112,401","430,183","76,671","506,854","31,051.55",475.96086957,71.213701635,338.3,664.7,230,390.05,419.9,467.35,524.9,583.3,598,638.2,14.962091674,497.90565217,73.977241356,330.6,644.8,230,384.35,447.8,501.15,553.1,595.25,614.9,643.7,14.857682582,513.13565217,53.647917692,343.9,641.3,230,437.2,487.5,519.6,547.9,574.75,591.8,624.4,10.454919175,511.16347826,95.857433104,363.8,754.6,230,401.3,425.9,499,577,652.05,684.7,725.8,18.752793809,579.13043478,139.37831535,220,940,230,380,500,580,660,740,800,920,24.066826224,-13.18,-60.81
2019,RO,Colorado do Oeste,"72,324","20,610","110,968","108,878","312,781","22,070","334,851","21,083.70",470.47761194,69.569288815,356.8,668.9,201,384.3,416.2,467,523.2,571.2,591.9,617.3,14.78694991,500.8238806,72.274881715,334.5,689.8,201,399,452.1,502.6,548.6,596.4,612.8,672.6,14.431197176,509.93333333,52.977171813,363.1,629.8,201,440.5,477.8,514.7,550.7,573.2,583.6,615.1,10.389038792,509.6318408,95.162844015,361.1,792.3,201,399.1,440.4,490.2,567.6,652.2,686.3,768.9,18.672860759,557.41293532,134.60042211,220,900,201,360,480,560,620,740,780,880,24.147344559,-13.11,-60.54
2019,RO,Corumbiara,"238,296","8,457","33,355","58,592","338,700","10,548","349,247","47,253.06",462.21,69.935764666,337.6,618.1,40,366.7,404.8,474.25,515.3,542.3,558.05,618.1,15.130733793,486.175,57.792496851,400.8,669.7,40,412.1,440.35,480.9,524.2,556.7,576.2,669.7,11.887179894,487.3625,58.777021882,348.6,619.2,40,404.15,456.2,502.55,527.25,550.15,579.6,619.2,12.060226604,486.485,81.517176261,360.3,668.6,40,398.5,432.3,456.95,533.15,625.75,645.95,668.6,16.756359654,533,111.81945154,260,720,40,340,510,540,600,660,700,720,20.979259201,-12.96,-60.88
2019,RO,Costa Marques,"67,535","4,287","45,147","113,579","230,548","8,220","238,769","13,025.40",430.5780303,53.570608773,337.7,583.7,132,369,390.5,420.2,465.95,509.5,527,565.9,12.441556467,472.08409091,71.388311132,0,605.7,132,404,432.45,471.15,522,552.3,566.8,591.7,15.121948082,483.95681818,55.759322218,352.5,659.7,132,404.6,439.95,491.4,526.9,545.8,561.3,585.7,11.521549056,469.96818182,73.599395656,359.3,702.1,132,393.1,412,448.5,508.6,578.1,622.7,679.8,15.660506073,511.81818182,112.48625485,240,840,132,360,440,520,580,620,680,780,21.977776258,-12.44,-64.22
2019,RO,Espigão d`Oeste,"128,213","47,842","193,941","201,263","571,259","53,501","624,760","19,298.21",467.98275194,62.928896483,340.8,672.2,516,387.8,419.55,466.05,510.55,554.3,579.1,615,13.446840983,499.72364341,71.45179068,318.5,674.1,516,408.2,442.95,503.9,550.6,591.1,615,645.5,14.298260973,507.05135659,53.610308186,327.6,662.6,516,429,476.65,515.85,543.5,567.5,582,613.1,10.572954295,508.50930233,92.930531266,360.3,825.3,516,401.1,436.45,493.05,561.45,647.9,693.3,754.3,18.275089726,557.01550388,134.09027445,240,920,516,360,480,560,640,720,800,880,24.072987828,-11.52,-61.01
2019,RO,Guajará-Mirim,"49,489","24,141","394,562","297,713","765,906","126,978","892,883","19,337.36",438.80626468,58.380627006,331.6,742.5,1277,368.7,396,429.9,475.8,522,545,593.9,13.304419673,468.62051684,68.191828945,316.4,768.2,1277,378.3,418.4,466.7,517.9,559.5,580.3,615,14.551609777,489.82341425,57.067474018,331.1,642.8,1277,411,449.7,495,531.9,560,578.7,607.1,11.650621909,466.35638215,76.647843292,359.2,826,1277,385.2,407.3,449.5,506.1,579.2,619,684.9,16.435465714,500.10963195,133.25554871,140,980,1277,320,420,500,580,660,720,860,26.645267397,-10.78,-65.33
2019,RO,Jaru,"169,612","168,855","647,003","338,745","1,324,215","176,675","1,500,890","28,988.70",453.27217044,58.746033379,334.5,640.2,751,379.8,408.6,448.8,495.4,532.7,562.9,599,12.960432431,486.61238349,68.551413842,330.5,723.6,751,390.7,436.3,489.1,538.5,570.8,598.6,631.4,14.087478282,505.23462051,56.369015601,0,646.8,751,432.4,477.3,510.9,542.8,571.2,584.7,608.8,11.156997821,489.02370173,84.708091059,360.6,818,751,393,423.6,468.7,545.2,616.1,651.7,705.2,17.32187842,543.32889481,133.53490312,160,940,751,340,460,560,620,700,780,860,24.577176807,-10.43,-62.46
2019,RO,Ji-Paraná,"140,589","519,085","1,800,964","800,573","3,261,212","521,760","3,782,972","29,332.41",462.43557453,66.257408107,330.4,717.9,2811,379.1,411.1,456.4,507.9,553.4,580.6,629.4,14.327921933,491.88605478,72.895144392,0,732.2,2811,396.7,437.6,493,544.9,585,606.5,652.4,14.819518399,508.36638207,56.158306786,327.1,676.7,2811,432.7,474.8,511.9,548.7,575.1,592.4,620.3,11.046817564,501.95720384,91.725065598,359,855.2,2811,396.5,430.5,483.9,565.2,633.2,674.1,743.6,18.273483256,556.22198506,135.42640906,200,980,2811,360,480,560,620,720,800,900,24.347546968,-10.88,-61.94
2019,RO,Machadinho d`Oeste,"175,136","35,327","138,281","251,109","599,853","33,154","633,007","15,828.73",459.54803922,62.102855029,330.1,649,306,375.5,413.3,455.4,505.7,544.9,557.7,602.8,13.51389838,484.08267974,70.796636907,326.6,687.3,306,388.4,430.9,487,540.2,576.6,588.6,637.5,14.624906007,495.92320261,54.989939028,335.3,631.9,306,417,461.4,499.7,534.3,567.1,580,607.6,11.08839811,492.42222222,82.693856272,359.8,755.9,306,399.2,425.3,479.75,544.3,608.3,653.2,684.5,16.793282785,549.86928105,141.06148841,240,920,306,340,460,560,620,720,820,880,25.653640469,-9.44,-61.98
2019,RO,Nova Brasilândia d`Oeste,"102,520","13,758","86,328","133,128","335,734","23,790","359,524","17,560.03",452.92451923,57.763907498,342.4,606.7,208,379.4,412.25,448.8,495.15,527.4,558.5,580.5,12.753539507,479.70288462,80.412139417,0,650.6,208,378.8,421.1,484.2,541.85,579.2,588.5,623.5,16.762905122,495.4,66.227087005,0,635.4,208,419.9,466.2,504.1,535.25,567.9,581.7,608,13.368406743,502.54903846,89.699152561,360.4,778.5,208,397.4,432.85,489.35,565.45,626.6,665.4,725.4,17.848835774,553.26923077,125.17382934,240,900,208,360,480,560,620,720,760,840,22.624397378,-11.72,-62.33
2019,RO,Ouro Preto do Oeste,"136,452","77,450","314,695","240,092","768,689","65,480","834,168","23,148.83",458.98195212,62.834424002,337.2,629.4,543,379.5,409,451.3,503.6,544.1,567.2,607.5,13.689955283,489.45285451,70.593716898,0,662.1,543,398.6,446.2,491.8,538.5,575.7,593.3,637.9,14.422986044,504.67532228,55.411624883,0,637.3,543,438.7,480.1,508.4,538.8,566.1,580.4,607.7,10.979658096,493.78802947,85.464320172,360,784.4,543,393.5,428.3,476.8,551.6,616.3,658.4,719.3,17.307896318,556.83241252,123.25349444,220,940,543,400,480,560,620,700,780,860,22.134755749,-10.71,-62.24
2019,RO,Pimenta Bueno,"117,084","148,395","448,038","249,788","963,305","200,572","1,163,877","31,747.87",458.37398754,62.881970704,337.7,631.7,642,380.7,411.8,451.95,503.4,547.8,569.8,601.5,13.718485868,487.46542056,74.679442799,0,685,642,388.5,435.8,491.9,544.7,581.7,598.2,633.4,15.319946739,506.35077882,59.151891326,0,638.5,642,427,476.1,514.2,545,573.4,589.8,615.5,11.681998686,500.51043614,90.856259417,360.5,807.7,642,393.7,426.9,484.9,561.1,629.2,661.5,749.4,18.152720275,560.46728972,130.8812076,160,940,642,380,480,560,640,720,760,880,23.352158102,-11.67,-61.19
2019,RO,Porto Velho,"647,447","4,311,752","7,194,917","3,532,877","15,686,993","2,225,078","17,912,070","33,825.46",461.21667576,68.979988037,0,766.9,14668,378.4,407.9,452.8,507.4,558,585.2,636.3,14.9560915,495.22611808,77.050603885,0,763.5,14668,392.5,438.7,495.7,550.7,594.5,619.5,664.3,15.558671296,510.00432233,60.014858508,0,703.7,14668,430.8,473.8,513.9,550.95,583.5,602.5,633.6,11.767519584,494.6483706,95.04306909,0,906,14668,391.6,420.8,472.3,550.1,634.4,680.2,766.4,19.214269113,566.30488137,148.15888451,80,980,14668,360,480,560,640,760,840,940,26.162388739,-8.76,-63.9
2019,RO,Presidente Médici,"107,464","33,043","126,290","125,738","392,535","35,216","427,752","22,529.85",462.78963134,63.972428085,334.7,650.7,434,382.4,413.5,455.8,509,549.5,570.9,616.9,13.823219829,491.29032258,73.492263805,327.2,722.6,434,395.9,432.3,492.35,547.7,585,613.3,648.5,14.959029402,503.62949309,57.684045498,343.3,662.1,434,423.8,471.6,509.05,540.5,576.9,589,615.5,11.453667089,493.88410138,89.029678217,359.4,835.1,434,393.1,422.5,479.15,546.5,624.7,663.7,718.7,18.026431296,556.17511521,139.90800913,220,980,434,360,480,560,640,740,820,920,25.155388169,-11.17,-61.9
2019,RO,Rio Crespo,"61,267","2,878","11,443","31,868","107,456","3,567","111,023","29,496.09",448.99210526,64.80926853,345.9,613.5,38,376.6,405.8,433.6,495.7,537.2,600.6,613.5,14.434389329,480.66052632,70.333301249,366.7,642.8,38,378.1,429.9,481.8,517,585.6,616.9,642.8,14.632635176,496.57105263,44.175943728,354.7,574.9,38,443.9,473.5,495,524.8,561.5,572.6,574.9,8.8961979346,477.60789474,73.443007437,377.3,730,38,404.1,434.8,459.2,506.1,562.1,689.6,730,15.377259934,513.15789474,151.48107121,220,980,38,340,400,500,600,700,840,980,29.519388236,-9.7,-62.9
2019,RO,Rolim de Moura,"95,724","176,673","527,989","360,165","1,160,550","122,884","1,283,434","23,310.58",464.07934959,62.533191938,334.8,658.9,1230,381.7,417,461.75,506.9,550.9,570.1,606.6,13.474676689,493.21227642,72.297111103,320.1,689.1,1230,395.4,437.5,496.15,547.3,588.8,607.6,640,14.658416783,510.11089431,53.506390834,324.7,644.2,1230,439.75,479.5,514.25,545.9,573.05,591.4,619.4,10.48916842,494.90813008,90.922911485,359.5,792.6,1230,388.9,421.4,474.8,559.5,627.45,666.5,730.3,18.371674652,537.91869919,131.62151977,180,940,1230,340,460,560,620,700,740,860,24.468664125,-11.73,-61.77
2019,RO,Santa Luzia d`Oeste,"51,375","9,397","27,147","49,161","137,080","5,531","142,612","21,957.13",457.16953125,59.280736814,334.5,621.1,128,388.6,415.5,452.75,490,545.9,566.7,598.8,12.966904564,495.540625,67.70981324,333.9,714.8,128,405.8,454.05,495.75,544.1,582.2,605.6,629.4,13.663826904,506.9890625,46.750627154,358.8,615.4,128,442.7,481.35,512.6,534.75,559.4,572.7,604.4,9.2212299262,488.496875,89.783767308,360,786,128,390.8,418.75,468.85,541.4,623.6,645.1,741.8,18.379599114,563.125,140.15598734,160,920,128,360,480,580,660,720,800,860,24.888965565,-11.9,-61.77
2019,RO,Vilhena,"120,729","316,934","1,307,160","675,243","2,420,067","411,109","2,831,175","28,353.15",468.58066333,67.000214826,333.5,687.4,1598,382.9,416.5,463.3,519,560.4,581.2,624.4,14.298544535,500.24580726,72.828445053,319,716.1,1598,399.3,444.6,504.65,555.7,589.6,608.5,654.3,14.558531825,517.08742178,54.307215555,340,666.3,1598,446.4,484.3,520.1,553.8,584.9,603.3,626.8,10.502521096,504.07102628,97.918088103,359.1,879.1,1598,396.6,426.8,480.55,568.2,649.4,689.6,768.4,19.425454549,546.05757196,139.93236291,180,980,1598,340,460,540,620,720,800,900,25.625935815,-12.74,-60.14
2019,RO,São Miguel do Guaporé,"203,024","72,792","147,739","154,599","578,155","37,649","615,804","26,768.26",456.3570922,59.828516238,335.8,636,282,385.1,409.6,452.9,498.4,538.9,558.8,627.5,13.110022231,484.44184397,69.32491108,325.4,698,282,399.7,436.9,482.05,531.6,573.5,597.2,636.4,14.310264884,497.97695035,54.127515851,357.8,629.8,282,419.3,474.3,506.2,531.2,558.4,579.9,614.6,10.869482174,490.61631206,80.237302073,359.8,728,282,394.8,431.6,474.8,550,602.9,633.4,688.4,16.354389388,554.18439716,129.74739229,220,960,282,400,480,560,620,700,800,920,23.412314196,-11.68,-62.68
2019,RO,Nova Mamoré,"199,540","19,160","97,426","192,660","508,786","20,475","529,261","17,305.73",437.05732899,53.953057877,340.3,604.1,307,366.7,394.2,433.6,476.8,514.2,531.7,557.4,12.344618039,471.41954397,72.771349825,0,639.1,307,390,423.1,471.4,523.2,566.5,580.3,618.6,15.436642531,486.83387622,61.235991267,0,614.7,307,404,459.8,491.7,527.7,553.7,565.7,590.2,12.578416223,471.24527687,73.123030014,359.1,737.7,307,388.6,415.2,457.2,514,583.6,619.7,660.2,15.516978865,515.04885993,124.70716375,200,940,307,320,440,540,600,640,680,800,24.212686106,-10.41,-65.33
2019,RO,Alvorada d`Oeste,"81,159","8,651","60,941","99,175","249,925","10,423","260,348","18,065.91",454.86534653,61.207584864,351.4,633.5,202,383.5,406.4,448.75,494,543.6,561.7,593.2,13.456198704,481.17475248,72.710897622,319.3,644.3,202,384.9,430.5,474.95,541.8,578.3,598,626.2,15.1111207,501.08168317,52.844947429,340,662.4,202,433.4,465.1,504.75,530.3,570.5,581.5,609.7,10.546174247,490.84752475,88.546013666,361.5,756.4,202,386.9,419.1,474.5,538.9,612,661.1,724.5,18.039413301,547.92079208,144.85756828,220,940,202,360,460,560,620,720,820,920,26.437684128,-11.4,-62.38
2019,RO,Alto Alegre dos Parecis,"133,292","10,228","43,656","90,258","277,433","11,248","288,681","21,802.07",451.65912409,67.97457846,0,609.5,137,377,404.7,455.5,496.1,527.7,541.3,569.5,15.049973494,489.31532847,67.351849281,343,683.3,137,403.7,439,486.9,543.7,571.9,588.9,640.9,13.764508357,495.5540146,54.557248689,371.9,623.3,137,411.8,464,499.5,536.5,560.5,575.3,591.2,11.009344508,478.32043796,94.99798538,0,765.2,137,387.5,414.5,470.7,534.1,600.2,653.8,718.7,19.860741428,532.70072993,120.24181304,260,960,137,380,460,540,600,660,760,820,22.572113437,-12.12,-61.85
2019,RO,Alto Paraíso,"102,009","19,732","84,860","133,713","340,314","18,150","358,464","16,728.75",451.31463415,64.306063354,342.9,658.8,123,370.9,408.7,446.9,486.6,541.8,557.2,653.4,14.24861028,488.28292683,75.614250443,340.4,759.3,123,392.1,432.2,487.6,538.4,581.9,606.8,655.8,15.48574531,505.58292683,51.620006141,358.7,649.7,123,438.9,469.4,510.2,540.4,563.1,576.8,640.8,10.209997886,496.18536585,94.298827143,360.5,775,123,394.7,413.3,471.3,555.4,628.2,674,708.7,19.004757825,566.50406504,116.63298004,280,960,123,440,500,580,640,700,760,880,20.588198256,-9.71,-63.32
2019,RO,Buritis,"189,293","29,260","207,796","245,751","672,100","53,931","726,031","18,309.15",451.63681159,59.824264505,332.2,639.5,345,373.5,407,447.8,493.1,531.3,554.9,592.8,13.246100178,483.41855072,75.372252568,0,723.2,345,386.8,431.8,488.3,534.9,575.8,596.1,637.7,15.591510184,502.53594203,56.937385395,0,649.1,345,440.5,472.5,506.1,533.9,565.4,585.5,616.1,11.330012569,484.32927536,83.797532057,359.7,808.2,345,393.6,419.5,465,536.4,597.2,650.3,730,17.301768925,531.01449275,128.05050929,220,920,345,340,460,540,600,660,720,900,24.114315341,-10.21,-63.82
2019,RO,Novo Horizonte do Oeste,"56,866","8,202","34,589","58,410","158,067","7,691","165,758","19,414.09",459.71083333,62.335761747,331.8,635.2,120,382.85,413.8,450.5,506.05,544.05,561.3,615.3,13.559776544,486.2375,70.068837776,324.7,731.9,120,400.6,435.75,490,535.85,560.7,591.5,651.2,14.410414206,498.17833333,52.7620442,350.9,628.4,120,433.3,466.25,497.75,530.8,558.3,582.65,627.2,10.590995366,506.32333333,85.43639015,368.2,741.8,120,406.75,440.95,488.85,574.95,622.35,656.25,725.5,16.873879698,546.83333333,135.70843272,280,860,120,350,460,560,620,730,760,840,24.817147099,-11.71,-62
2019,RO,Cacaulândia,"74,141","1,982","20,382","44,048","140,553","3,884","144,437","23,184.10",464.18305085,58.065174893,359.4,615.3,59,389.1,423.6,456.6,502.1,558.1,562.9,615.3,12.509111392,492.64576271,65.817509781,335.2,634,59,393.2,449.4,504.2,531.5,576,582.3,634,13.360007284,503.5559322,45.393559741,364.7,613.5,59,447.7,476.5,504.7,532.6,555.4,573.2,613.5,9.0146013258,477.53389831,77.839830267,360,723.8,59,393.7,417.2,461.4,533.7,570,604.7,723.8,16.300377951,570.50847458,129.04722109,300,920,59,380,480,580,640,760,800,920,22.619685218,-10.34,-62.89
2019,RO,Campo Novo de Rondônia,"130,140","16,733","26,165","94,699","267,737","6,891","274,627","19,423.40",446.48390805,56.848138939,345.1,586.4,87,372.6,400.4,445.5,491.3,523.1,548.9,586.4,12.73240489,468.62183908,69.951799726,339.1,631.9,87,370.2,413.6,471.2,521.6,561.7,580,631.9,14.927131835,488.71609195,50.54199008,375.9,590.1,87,422.2,453.5,495,523,559.4,570.1,590.1,10.341789622,484.42758621,82.397728984,371,708.8,87,394,416.4,461.8,539.5,605.1,646.8,708.8,17.009297433,573.33333333,125.70421786,180,880,87,440,500,580,640,740,800,880,21.925154278,-10.57,-63.62
2019,RO,Candeias do Jamari,"90,307","142,122","111,729","179,565","523,723","24,196","547,919","20,526.69",455.71648649,60.092161591,335.6,621.3,370,382.25,412.3,454.05,495.3,534.7,565.6,609.1,13.186304067,482.7027027,73.899443824,0,634.1,370,383.85,432.3,489.35,538.7,574.5,588.7,629.7,15.309515238,501.51675676,57.58226485,325.2,620.3,370,428.3,463.9,509.65,542.5,566.6,588.6,610.7,11.48162331,485.23297297,85.408187725,362.8,795.5,370,392.85,416.5,463.15,541.3,605.3,652.5,710.7,17.601480625,546.54054054,141.7177994,180,940,370,360,440,540,620,740,800,920,25.929970219,-8.79,-63.7
2019,RO,Castanheiras,"66,789","1,075","7,601","26,139","101,604","2,359","103,963","34,063.78",424.63333333,53.387796529,329.6,601.1,45,368.3,393.1,418.9,439.5,489.6,525.5,601.1,12.572681497,478.58,58.242243338,354.8,606.6,45,405,432.9,482.3,524.5,547.4,568.9,606.6,12.169803029,479.51333333,49.524725689,361.9,576.3,45,397.3,447.7,492.4,520.2,527.8,529.3,576.3,10.328122754,467.17555556,73.352164731,361.7,690.9,45,393.7,403,461,514.1,559.8,600.7,690.9,15.70119923,526.22222222,104.25687004,260,840,45,380,480,540,600,620,640,840,19.812327498,-11.42,-61.95
2019,RO,Chupinguaia,"111,320","38,695","54,137","85,035","289,188","15,572","304,759","27,254.46",436.634,58.983199303,342.9,588.2,50,367.55,389.4,423.25,472,523,541.9,588.2,13.508613462,470.886,58.945052275,348.6,598.2,50,386.85,424.7,478.15,519.2,544.6,550.4,598.2,12.517902905,481.562,52.100953378,386.9,606.6,50,402.2,454.8,484.75,513.3,536.75,571.9,606.6,10.819157944,466.986,71.553961399,359.9,649.1,50,393.05,418.1,453.35,506.5,570.95,625,649.1,15.322506756,478,106.54116767,240,640,50,300,420,500,560,600,620,640,22.288947211,-12.55,-60.9
2019,RO,Cujubim,"99,672","53,221","62,854","152,530","368,277","16,601","384,878","15,263.84",435.94214876,54.234204693,336.2,608.2,121,370,397.1,426.9,472.5,514.1,532.2,575.3,12.440688483,462.01735537,71.611530354,329.9,655.1,121,364.5,415.3,456.8,501.9,559.8,583,630.8,15.499748986,481.62396694,55.047650608,325.2,616.2,121,407.9,449.1,482.2,519.5,545.8,562.4,588.2,11.429591214,480.59173554,77.46483674,364,786.4,121,391.3,424.1,461.9,531.4,586.1,626.4,649.7,16.118636883,510.5785124,125.62044367,240,920,121,340,440,520,580,660,720,840,24.6035508,-9.36,-62.58
2019,RO,Governador Jorge Teixeira,"96,746","2,851","17,282","56,284","173,163","4,758","177,922","22,907.39",441.95894737,63.277061312,337.2,617.8,95,368,387.8,436.4,486.2,527.4,548.6,617.8,14.31740701,475.75157895,68.189139123,321,671.6,95,390.4,428.7,475.4,525.5,565.4,581,671.6,14.332929651,491.77684211,54.185499852,363,611.5,95,415.5,457.4,498,526.2,559.1,576.5,611.5,11.018310586,481.78736842,78.298910677,364.6,713.4,95,392.5,418.6,469,534.3,585.6,637.2,713.4,16.251756648,546.31578947,123.64200752,200,980,95,400,480,560,620,700,720,980,22.631966695,-10.6,-62.73
2019,RO,Itapuã do Oeste,"57,717","12,687","34,469","69,394","174,266","9,748","184,014","17,595.57",448.52734375,62.032126189,331.5,599.6,128,367.3,400.3,441.3,497.9,540.6,552.5,591.4,13.830177146,480.56171875,60.28140064,350.8,641.3,128,396.6,433.7,481.1,517.7,564.2,581.9,615.5,12.543945614,494.51875,50.710996416,337.1,638,128,429.8,452.95,500.85,531.2,553.8,565.1,597.7,10.254615506,476.16875,79.974044756,361.3,704.8,128,391.8,411.85,454.95,521.95,595.7,646.8,693.1,16.795315685,511.71875,126.37968898,220,840,128,340,440,520,600,660,740,820,24.697099526,-9.2,-63.18
2019,RO,Ministro Andreazza,"79,607","9,981","48,108","65,003","202,699","13,710","216,409","22,402.58",456.19389313,64.918663615,329.6,609.4,131,379.1,404.4,450.1,502.4,544.8,567.1,608.6,14.23049817,479.91374046,75.985561142,328.4,678.8,131,379.7,416.6,482.5,540.3,579.3,601.1,639.4,15.833170575,488.56183206,54.551050837,329.4,609.7,131,418.9,447,492.7,531.7,554,568.2,579.5,11.165639077,493.40992366,78.862956942,368.7,724.8,131,405,428.2,482.4,537.7,606,640.4,716.8,15.983253105,583.35877863,145.79548736,280,920,131,360,500,600,680,780,820,900,24.992421936,-11.19,-61.51
2019,RO,Mirante da Serra,"64,439","9,287","60,690","72,000","206,416","10,630","217,046","19,826.97",449.80662651,55.666852261,340.1,608.6,166,377.9,410,450.1,486.4,529,544.6,581,12.375729698,480.21927711,64.362344455,345.5,647.9,166,383.7,439.2,481.3,524.1,561.2,585,626.3,13.402699042,496.1753012,50.108724743,361.6,621.3,166,430.7,465.8,502.1,530.9,553.4,567.4,594.4,10.098996186,482.77590361,79.804511288,362.9,817.3,166,396.1,418.4,472.8,538,593.6,630.1,677.5,16.530342689,539.27710843,121.10384357,240,940,166,360,480,560,600,680,720,860,22.456700215,-11.02,-62.67
2019,RO,Monte Negro,"96,701","19,051","60,103","103,113","278,968","12,800","291,768","18,405.76",437.54805195,56.497431512,343.1,594.1,154,369.4,394.6,428.4,475.2,518.3,545.9,578.1,12.912280436,480.42077922,64.450134421,336.2,618.7,154,392.1,431.4,489.35,533.6,557.9,572.2,614.7,13.415351127,490.91493506,54.438378886,348.3,608.1,154,410.6,458.9,496.95,533.1,550,562.9,599.1,11.089167389,483.49675325,80.209093921,359.8,700.2,154,395.8,414.3,470.3,542.8,596.7,643.1,678.6,16.589375912,534.15584416,130.437681,240,840,154,340,440,560,620,680,740,820,24.419405391,-10.24,-63.29
