NU_ANO,UF,Nome_Municipio,VL_ADICIONADO_BRUTO_AGROPECUARIA,VL_ADICIONADO_BRUTO_INDUSTRIA,VL_ADICIONADO_BRUTO_SERVICOS,VL_ADICIONADO_BRUTO_ADMINISTRACA,VL_ADICIONADO_BRUTO_TOTAL,VL_IMPOSTOS_LIQUIDOS_SUBSIDIOS,VL_PIB_PRECOS_CORRENTES,VL_PIB_PER_CAPTA_PRECOS_CORRENTE,NU_NOTA_CN_Mean,NU_NOTA_CN_StdDev,NU_NOTA_CN_Min,NU_NOTA_CN_Max,NU_NOTA_CN_N,NU_NOTA_CN_P10,NU_NOTA_CN_Q1,NU_NOTA_CN_Median,NU_NOTA_CN_Q3,NU_NOTA_CN_P90,NU_NOTA_CN_P95,NU_NOTA_CN_P99,NU_NOTA_CN_CV,NU_NOTA_CH_Mean,NU_NOTA_CH_StdDev,NU_NOTA_CH_Min,NU_NOTA_CH_Max,NU_NOTA_CH_N,NU_NOTA_CH_P10,NU_NOTA_CH_Q1,NU_NOTA_CH_Median,NU_NOTA_CH_Q3,NU_NOTA_CH_P90,NU_NOTA_CH_P95,NU_NOTA_CH_P99,NU_NOTA_CH_CV,NU_NOTA_LC_Mean,NU_NOTA_LC_StdDev,NU_NOTA_LC_Min,NU_NOTA_LC_Max,NU_NOTA_LC_N,NU_NOTA_LC_P10,NU_NOTA_LC_Q1,NU_NOTA_LC_Median,NU_NOTA_LC_Q3,NU_NOTA_LC_P90,NU_NOTA_LC_P95,NU_NOTA_LC_P99,NU_NOTA_LC_CV,NU_NOTA_MT_Mean,NU_NOTA_MT_StdDev,NU_NOTA_MT_Min,NU_NOTA_MT_Max,NU_NOTA_MT_N,NU_NOTA_MT_P10,NU_NOTA_MT_Q1,NU_NOTA_MT_Median,NU_NOTA_MT_Q3,NU_NOTA_MT_P90,NU_NOTA_MT_P95,NU_NOTA_MT_P99,NU_NOTA_MT_CV,NU_NOTA_REDACAO_Mean,NU_NOTA_REDACAO_StdDev,NU_NOTA_REDACAO_Min,NU_NOTA_REDACAO_Max,NU_NOTA_REDACAO_N,NU_NOTA_REDACAO_P10,NU_NOTA_REDACAO_Q1,NU_NOTA_REDACAO_Median,NU_NOTA_REDACAO_Q3,NU_NOTA_REDACAO_P90,NU_NOTA_REDACAO_P95,NU_NOTA_REDACAO_P99,NU_NOTA_REDACAO_CV,LATITUDE,LONGITUDE
2019,MG,Santo Antônio do Aventureiro,"10,035","2,704","16,213","19,085","48,037","1,658","49,695","13,796.38",486.84,70.359795575,386.2,672.3,25,400.3,445.9,478.3,527.2,583.3,607.9,672.3,14.452344831,531.104,76.788234125,413.9,675.5,25,421.4,482.2,524.3,580.7,640.1,664.3,675.5,14.458229297,519.788,63.604411011,367.7,643.5,25,454.5,482.4,507.1,570,604.4,612.6,643.5,12.236606272,541.54,91.882098365,397,776.7,25,444.3,475.7,533.8,589,686,712.2,776.7,16.966816554,564.8,168.25377658,300,980,25,360,460,560,600,880,920,980,29.789974607,-21.75,-42.81
2019,MG,Santo Antônio do Grama,"6,651","12,271","17,791","21,655","58,368","13,405","71,773","18,351.55",467.04507042,67.371184575,344.9,654.9,71,376.5,417.9,462.9,505.1,558.8,588.7,654.9,14.42498569,505.73380282,77.300430499,342.1,672.3,71,411.8,453.2,509.2,560.2,606.9,626,672.3,15.284805973,520.43802817,50.190071204,327.1,619.2,71,469.9,496.2,524.3,561.4,569.7,578.2,619.2,9.6438131896,522.41549296,97.813883981,360.6,802,71,406.6,457.3,506.9,586.9,658.9,707.6,802,18.723388816,607.04225352,152.13146914,220,940,71,420,500,580,700,800,880,940,25.061100485,-20.31,-42.6
2019,MG,Santo Antônio do Itambé,"5,363","1,320","10,398","20,737","37,819","1,320","39,139","10,197.70",437.03728814,59.231436488,339,623.6,59,369.4,395,427.6,465.4,505,606.1,623.6,13.55294802,462.44915254,64.886604996,330.8,589.2,59,372.6,414,454.5,524.8,548.4,577.7,589.2,14.031078798,494.84915254,43.724215546,375.5,570.7,59,436.7,473.6,504.5,524.3,544.1,554.4,570.7,8.8358675208,469.88644068,75.678989608,362,720.8,59,386.6,417.4,445.4,513.5,551.9,665.6,720.8,16.105804096,466.10169492,164.64189928,180,820,59,260,300,480,600,660,740,820,35.323171117,-18.46,-43.3
2019,MG,Santo Antônio do Jacinto,"5,812","4,553","32,591","49,827","92,784","3,904","96,688","8,306.49",444.44133333,67.634247069,333.7,613.3,75,352.2,393,428.8,495.1,545,569.1,613.3,15.217812115,487.42933333,77.901468906,327,640.6,75,376.8,429.1,490.4,550.7,585.2,610.6,640.6,15.982105216,500.27466667,61.744090632,330.6,589.6,75,418.5,459.9,515.2,548.2,565.4,577.1,589.6,12.342038233,483.43333333,99.499742405,368,773.3,75,385.6,401.5,460.1,540.4,661.7,671.9,773.3,20.581895278,530.13333333,140.51539623,260,900,75,320,440,520,600,720,840,900,26.505670817,-16.53,-40.17
2019,MG,Santo Antônio do Monte,"177,293","48,682","227,506","120,855","574,336","37,193","611,529","21,652.42",499.74127517,74.169601856,334.5,714.9,298,402.4,443,495.95,561.2,597.9,615.5,643.1,14.841600152,531.54630872,77.296769067,336.1,730.6,298,415.9,485.4,535.2,588.1,629.5,649.6,689.9,14.541869222,540.34798658,50.387569408,343.7,689.3,298,476.9,513.2,540.6,573.3,604.3,616.2,657.5,9.3250221449,567.42147651,112.7239676,359.9,917.8,298,420.7,475.7,557.6,646.4,724.4,750.4,856.3,19.866003009,669.53020134,176.8193949,280,980,298,460,540,640,820,920,940,980,26.409472574,-20.08,-45.29
2019,MG,Santo Antônio do Retiro,"3,134","2,228","14,701","34,043","54,106","1,686","55,793","7,667.00",466.58035714,66.020532398,346.6,622,56,381.4,413.65,469.05,505.9,576.1,592.6,622,14.149873947,496.27321429,78.909468244,361.9,654.6,56,396.2,424.3,499.55,549.8,618.8,634.2,654.6,15.900408479,514.9125,61.019037454,345.7,629.6,56,432.4,482.55,516.75,561.75,591.2,610.4,629.6,11.8503702,528.01785714,93.529095341,368.5,796.5,56,398.7,460.8,513.5,591.8,652.5,667.4,796.5,17.713244747,626.78571429,166.21024083,300,960,56,400,520,630,740,860,940,960,26.51787318,-15.33,-42.62
2019,MG,Santo Antônio do Rio Abaixo,"2,472",738,"7,620","12,227","23,058",891,"23,949","13,568.68",472.95,65.579903281,357.1,630.7,36,394.2,419.35,464.55,532.3,553.7,590,630.7,13.866138763,504.34444444,107.74902438,0,677.4,36,419.8,469.3,517.3,562.25,603.9,613.4,677.4,21.364173942,518.18611111,56.636500864,351.7,615.8,36,452.6,480.3,525.1,560.35,578.4,601,615.8,10.929760495,524.23611111,90.588873971,403.7,728.2,36,416.4,435.15,514.45,571.4,675.6,723.8,728.2,17.280166713,574.44444444,161.96021459,260,960,36,360,470,600,650,780,940,960,28.194234649,-19.22,-43.25
2019,MG,Santo Hipólito,"5,213","1,850","10,607","16,826","34,495","1,732","36,227","11,735.43",449.38518519,65.343169284,338.1,632.1,27,375,391.9,439.3,485.7,524.7,539.3,632.1,14.540570414,489.17777778,74.787778379,355.1,623.7,27,378.7,418.2,496.9,539.2,584.5,609.6,623.7,15.288466029,505.04444444,51.245812837,397,608.9,27,439.3,474.8,503.4,541.5,578.2,582.4,608.9,10.146792703,522.82222222,82.349495974,397,695.4,27,435.1,474.7,499.4,576.6,662.1,670.1,695.4,15.750955578,556.2962963,140.00406994,220,840,27,380,500,540,640,740,820,840,25.167176355,-18.29,-44.22
2019,MG,Santos Dumont,"11,700","253,154","390,308","185,322","840,484","167,935","1,008,420","21,692.51",486.53253012,76.37194941,333.7,755.9,664,387.3,427.7,488.1,541.1,585.6,614.1,657,15.697192825,522.76566265,85.183590191,0,748.8,664,401.6,466.3,526.95,585.9,627.9,648,696.9,16.294794451,529.75361446,64.496643093,0,694.9,664,449.5,494.65,534.85,572.9,604.8,614.9,644.7,12.174837761,542.30150602,114.36051552,359.4,868,664,403.5,443.45,524.35,628.7,710.1,747.5,804.7,21.087995192,611.41566265,166.03743639,200,980,664,400,500,600,720,880,920,960,27.15622882,-21.45,-43.55
2019,MG,São Bento Abade,"14,020","3,656","20,590","25,959","64,226","2,853","67,078","12,689.81",449.332,53.72118284,362.4,584.9,50,385.9,409.5,432.35,494.2,525.75,541.8,584.9,11.955788335,491.256,70.696373373,330.5,621.9,50,387.65,435.3,512.4,548.8,572.7,576.2,621.9,14.390943495,520.848,42.31367917,436.8,625.4,50,469.7,486.5,524.3,547.5,574.1,586.9,625.4,8.1239976289,493.056,75.599943743,369.3,710.1,50,393.2,432,502.55,541,574.2,611.4,710.1,15.332932515,558.8,121.44772958,240,900,50,400,500,560,620,700,720,900,21.733666711,-21.58,-45.07
2019,MG,São Brás do Suaçuí,"2,061","3,257","29,146","24,921","59,386","3,785","63,170","16,899.52",479.78472222,70.410205846,340.1,681.9,72,401.7,434.75,471.55,532.6,570.7,593.6,681.9,14.675374722,506.69722222,74.405478316,364,720.7,72,414.5,461.15,502.4,559.5,587.9,626.3,720.7,14.6844062,515.3625,60.324741934,357.3,649.5,72,447.3,484.8,518.15,555.4,588.2,611.1,649.5,11.705302954,525.13055556,110.15589291,361,886.6,72,401,446.7,500.2,607.05,662.5,689,886.6,20.976858373,565,154.36375551,280,920,72,360,450,570,640,800,840,920,27.321018674,-20.62,-43.94
2019,MG,São Domingos das Dores,"4,510","2,439","26,537","27,829","61,315","5,954","67,270","11,918.78",465.6961039,77.87400999,345.5,666.9,77,378.2,415,445,523.8,573.2,640.9,666.9,16.72206603,501.37402597,73.850224321,342,648.6,77,394.6,443.1,514,552.2,592.3,613.9,648.6,14.729567248,518.14675325,53.001759118,371.4,630.4,77,452.6,495.2,519.6,553.4,575.4,596.7,630.4,10.229101849,528.52727273,97.764753411,370.5,749.7,77,410.4,456.8,524.9,579.3,698.8,728.6,749.7,18.497579682,590.12987013,150.63456571,240,920,77,400,520,580,660,820,900,920,25.525663643,-19.52,-42.01
2019,MG,São Domingos do Prata,"21,411","28,336","113,599","73,303","236,649","24,795","261,444","15,060.99",482.98425532,73.651903955,343,687.4,235,388.4,421.8,479.6,538.6,583.1,611.9,646.1,15.249338492,515.50553191,78.432958547,328,696.2,235,400.9,461.5,522.3,573.1,606.3,629.7,678.6,15.214765641,527.5212766,56.091836084,326.4,689.4,235,459.7,494.7,529.4,570.2,598.5,611.7,630.8,10.633094545,538.29148936,108.02285693,362.3,868.6,235,408.3,444.6,522.5,622.4,676.4,732.1,828.1,20.067725213,607.4893617,164.85708293,280,980,235,400,500,600,700,860,920,960,27.137443604,-19.86,-42.96
2019,MG,São Félix de Minas,"2,907","2,353","12,109","19,520","36,890","1,742","38,632","11,466.86",458.82641509,70.081590228,337.8,648.7,53,374.4,404.8,451.4,499.2,537.5,601,648.7,15.274096678,493.73962264,74.160611408,340,667.9,53,399.8,441.6,496.7,543.9,588.6,629.8,667.9,15.020186351,505.8509434,60.806697577,326.9,633.8,53,415.3,468.3,510,539.3,584,611.2,633.8,12.020674938,501.13396226,95.692277125,369.3,738.5,53,400.4,437.9,468.3,544.9,649.9,719.4,738.5,19.095149068,583.77358491,144.22507004,260,900,53,400,500,580,640,780,880,900,24.705651946,-18.59,-41.48
2019,MG,São Francisco,"39,141","31,918","211,110","219,667","501,836","30,165","532,001","9,445.53",452.37785788,65.355460841,332.9,693,971,374.3,405.8,443,490.8,542.5,577,639.1,14.447095432,480.54212152,75.917099572,322.5,753.6,971,378.2,423.4,478.5,539.5,576.9,604.1,654.7,15.798219588,499.78465499,57.557709466,329,655.6,971,418.9,463.2,504.8,538.8,568,588.5,620.3,11.516501935,493.17857878,94.515519996,359,874.1,971,392.3,420.4,470,547.6,631.7,674.2,778.5,19.164563114,543.74871267,154.40993333,180,980,971,320,440,540,620,740,840,940,28.397296349,-15.94,-44.86
2019,MG,São Francisco de Paula,"12,146","5,207","38,794","28,762","84,909","6,397","91,306","13,988.93",490.58811881,70.220575741,346.7,625.2,101,396.8,433.8,492.5,539.5,584.3,607.1,623,14.313550012,516.64158416,76.888921526,327.6,656.1,101,407.1,454.2,534.3,580.7,602,618.6,646.2,14.882449242,524.68415842,56.532759941,334.1,630.4,101,453.5,493.7,531.4,565.3,591.1,605.7,618.6,10.774626799,515.42178218,84.81768401,361.4,683.2,101,411,449.2,517.5,580.3,625.3,666,682.6,16.455975852,612.47524752,141.55851045,260,900,101,440,540,600,680,820,880,900,23.112527571,-20.7,-44.98
2019,MG,São Francisco de Sales,"48,806","7,978","42,691","32,807","132,282","7,344","139,626","22,383.15",470.40892857,74.370053301,343.1,638.6,56,374.3,418.25,461.25,530.85,576.4,594.1,638.6,15.80966023,499.27142857,67.214583683,355,640.7,56,406,450.95,499.9,546.35,580.6,608.6,640.7,13.462533571,508.58035714,58.817422959,388.1,626.7,56,422.2,475.05,517.25,544.55,590.7,610.9,626.7,11.565020578,507.80178571,96.715685465,385.8,767.3,56,394.9,432.15,485.1,551.95,667.9,690.3,767.3,19.045952217,557.5,150.83103129,300,880,56,340,450,570,640,760,820,880,27.054893505,-19.86,-49.77
2019,MG,São Francisco do Glória,"5,665","1,969","18,200","23,802","49,635","2,873","52,508","10,839.82",455.96125,66.18899196,359.8,597,80,370.1,395.65,456,503.7,545.5,572.25,597,14.516363388,493.9825,72.637662887,324.5,654.8,80,401.65,442.2,494.45,542.85,588.25,606.05,654.8,14.70450125,507.75375,60.540023258,371.1,677,80,416.65,476.2,514.2,540.4,571.5,600.75,677,11.923107069,510.545,103.4360316,363.3,730.7,80,388.35,421.15,497.15,600.25,651.15,694.7,730.7,20.259924512,593.5,170.32433692,240,940,80,340,520,600,700,840,890,940,28.698287602,-20.78,-42.26
2019,MG,São Geraldo,"9,198","79,353","57,662","49,777","195,990","24,901","220,891","17,862.80",493.32777778,72.0996159,349.4,686.1,90,402.25,438.3,491.15,544.3,582.9,596.5,686.1,14.61495159,509.6,86.098836594,323.2,715.6,90,382.15,459,519.3,571.8,609.85,632.8,715.6,16.895376098,522.28333333,61.80576543,333.2,683.9,90,443.5,486.4,526.35,562,592.7,618.3,683.9,11.83376177,533.76666667,111.85732586,363.4,865.6,90,394.1,446.1,512.95,610.6,699.15,728.7,865.6,20.956221668,613.33333333,157.02286386,260,960,90,440,520,580,700,820,940,960,25.60155389,-20.92,-42.83
2019,MG,São Geraldo da Piedade,"3,237",988,"10,930","20,023","35,178","1,158","36,336","9,171.13",462.22,57.514989351,351.3,578.2,35,382.9,415.6,462.2,497.4,542,578,578.2,12.443206558,491.78571429,62.364375874,328.7,613.1,35,414.5,455.1,492.5,528.9,571.7,612.5,613.1,12.681209328,516.35714286,46.377221118,367.8,576.6,35,459.1,478.4,527.1,550.2,570.5,576,576.6,8.9816170377,482.16285714,73.846156002,361.5,659.4,35,396.9,425.3,478.1,539.6,580.8,625.1,659.4,15.315604449,532,165.86316118,280,920,35,320,400,540,640,760,860,920,31.177285935,-18.83,-42.28
2019,MG,São Geraldo do Baixio,"4,075","1,957","12,854","21,513","40,399","1,545","41,944","10,454.58",445.18695652,59.683698889,351.1,567.8,23,374.2,397.5,438.7,473.9,549.3,550.5,567.8,13.406434761,487.24347826,51.862929712,391.6,564.4,23,418.4,450.3,489.7,543.8,556.4,561.2,564.4,10.64415062,514.23913043,39.184548661,395.5,567.1,23,474.1,496.4,515,544.8,563.5,566.8,567.1,7.6199080042,482.14347826,72.912212633,372.2,677.8,23,407,440.8,472.2,507.9,547.5,638.6,677.8,15.122513509,541.73913043,158.9640375,300,900,23,320,440,560,600,680,880,900,29.3432814,-18.89,-41.36
2019,MG,São Gonçalo do Abaeté,"52,458","17,380","100,073","40,469","210,379","21,045","231,425","27,586.67",477.47884615,74.652954807,362.1,634.5,52,391.9,412.05,470.65,547,583.7,606.5,634.5,15.634819303,509.71538462,78.481056499,352.9,698.5,52,406.7,463.9,494.7,570.7,604.7,635.2,698.5,15.397035065,518.21153846,60.582177713,347.6,624.2,52,450.5,488.4,519.4,558.7,590.7,608.6,624.2,11.690626938,535.97884615,119.14245278,366.1,819,52,407.7,446.6,493.05,614.75,705.3,773.3,819,22.228946838,625,168.40078245,200,940,52,440,540,600,770,860,900,940,26.944125192,-18.33,-45.83
2019,MG,São Gonçalo do Pará,"18,302","73,810","72,120","52,752","216,983","22,818","239,801","19,321.65",482.42803738,69.635220424,335.2,638.6,107,398.8,426.2,475.2,534.1,582.9,595.9,635.8,14.434322848,514.19439252,89.322558193,0,733.2,107,423.3,466.8,515.9,570.9,620,642.7,680.4,17.371359838,519.05327103,78.077365258,0,645.6,107,447.9,484.1,534,562.7,587.5,605.5,633.9,15.042264372,536.35046729,106.38492886,367,772.4,107,409.1,441.7,516.3,622.7,676.8,737.2,761.8,19.834965261,597.94392523,168.02817777,260,940,107,360,500,600,680,860,940,940,28.100992531,-19.98,-44.85
2019,MG,São Gonçalo do Rio Abaixo,"6,361","2,364,627","831,790","143,472","3,346,250","72,092","3,418,342","313,035.00",493.31865285,68.60282857,359.6,689.8,193,405.2,446.5,489.6,541.9,582.6,615.2,640.8,13.906392587,521.86683938,77.445091025,331.9,684.8,193,408.5,462.7,528.3,578.9,616.4,639.5,681.1,14.840009976,530.56528497,55.001235659,346.4,697,193,457.3,505.7,538.2,567.2,591.4,603.6,638.9,10.366534942,540.20725389,103.4220225,360.1,853,193,414.4,453.9,531.6,619.9,680.2,722.7,783,19.144878518,603.83419689,149.95767969,240,980,193,420,520,600,680,800,860,980,24.834247624,-19.82,-43.36
2019,MG,São Gonçalo do Sapucaí,"52,581","111,425","302,671","108,295","574,973","75,442","650,415","25,557.60",480.8172973,78.395925335,333.7,675.1,370,382.4,415.7,471.9,545.3,592.35,616.5,659,16.30472235,517.51594595,80.997872031,318.7,704.2,370,404.1,462.1,520.75,579.5,618.95,646,676.1,15.651280442,531.62351351,56.33963176,364.9,660.6,370,459.8,496.8,532.85,570.6,600.55,619.2,641.2,10.59765611,545.51081081,110.21238522,359.5,853.4,370,410.6,456.8,528.5,624.6,703,748.8,799.4,20.2035199,630.10810811,175.15765779,260,980,370,410,520,600,760,900,920,960,27.798032677,-21.89,-45.59
2019,MG,São Gotardo,"70,113","90,600","525,894","152,863","839,470","105,720","945,190","26,648.35",484.12677305,73.406582842,328.5,705.2,564,386.5,425.95,480.05,538.95,584.2,607,652.1,15.162677821,510.43794326,76.22887091,334.1,710.4,564,402.9,456.15,514.45,568.2,608.8,625.6,668.1,14.934013413,525.29024823,56.838537891,336.5,674.1,564,459.3,492.2,527.6,564.35,591.5,615.3,655.8,10.820406068,541.70141844,111.45053064,360.2,892.4,564,410.2,448.4,531.8,620.15,695.5,735,830.1,20.5741626,602.90780142,143.16413716,200,960,564,440,520,600,670,800,880,940,23.745610328,-19.31,-46.04
2019,MG,São João Batista do Glória,"46,732","14,165","49,298","41,656","151,850","8,771","160,622","21,551.26",495.82592593,68.212905253,363.8,677.5,108,414.6,435.4,487.45,552.5,585.4,601.2,664,13.757430115,508.13425926,79.060541291,340,708.2,108,384.5,454.95,510,562.75,612.7,629.5,684.8,15.558986597,521.32592593,63.28977619,366.3,683.1,108,439.1,471.2,528.9,565.4,601,616.1,676.1,12.14015514,561.20277778,111.58778738,366.8,796.4,108,417.8,461.9,562.15,643.6,718.8,753.5,792.6,19.883684079,674.44444444,182.64583641,240,980,108,460,530,630,840,940,940,960,27.080931263,-20.64,-46.5
2019,MG,São João da Lagoa,"8,927","1,443","11,844","24,358","46,572","1,871","48,442","9,856.03",447.50344828,63.901529349,331.6,598.2,87,363.5,401.7,436.5,492.5,534.6,556.5,598.2,14.27956133,476.41264368,63.406359824,321.9,627.5,87,389.6,433.6,481.6,522.6,557.3,565.9,627.5,13.309126167,499.39770115,44.925801819,375.1,593.9,87,440.2,469.8,510.5,525.9,554.2,571.4,593.9,8.995996921,500.2954023,86.005448594,375.9,736.6,87,394.6,423.3,490.6,568.9,619.6,659.7,736.6,17.190933236,562.06896552,125.56975205,220,900,87,400,500,560,640,720,800,900,22.340630733,-16.85,-44.35
2019,MG,São João da Mata,"8,269","1,485","14,332","16,181","40,268","2,140","42,408","15,426.78",508.80357143,82.630930816,365.1,655.3,28,391.4,443.15,527.8,564.4,618.9,630.7,655.3,16.240241904,538.675,77.098578673,379.6,690.9,28,440.1,494.5,539.9,590.25,644.5,674.2,690.9,14.312633531,529.93571429,55.752935244,378.7,640,28,454.9,505.7,522.1,565.3,612,623,640,10.52069784,575.81428571,112.38211837,370.6,759.5,28,381.2,483.55,615.8,654.85,709.9,716.5,759.5,19.517077147,635,153.24876895,380,920,28,440,530,610,730,900,920,920,24.133664402,-21.93,-45.92
2019,MG,São João da Ponte,"17,515","9,803","70,263","106,628","204,208","10,893","215,101","8,547.63",451.68631579,62.988988995,346.1,685,285,380.1,405.7,444.2,485,537.5,574.3,649,13.945294952,474.83859649,76.776386377,315.9,679.4,285,372,414.2,473.4,524.8,580.8,616.7,654.4,16.16894392,492.66140351,57.457766346,333.1,646.8,285,420.5,459.5,496.2,529.9,558.7,593.1,634.8,11.662729399,484.10701754,91.346668764,359.1,807,285,390.3,416.7,468.1,528.7,608.5,677.1,768.9,18.86910651,559.22807018,162.64787611,180,960,285,340,460,560,640,800,860,940,29.084354807,-15.92,-44
2019,MG,São João das Missões,"4,046","2,622","19,513","54,985","81,166","2,496","83,661","6,428.57",430.20769231,57.816770306,338.1,620.4,169,363.6,392.2,419,461.3,514.6,543.4,602.3,13.439269297,456.85325444,68.457446841,334.1,640.7,169,376.2,401.8,447.7,503.3,553.6,587.5,624.6,14.984559304,464.88343195,65.547941089,324.4,607.5,169,371.8,420.5,462.9,510.8,550.2,586.7,606.7,14.099866027,456.60769231,75.357715976,361,742.1,169,380.9,400.5,433.2,490.5,570.6,624.1,724.5,16.503820949,478.46153846,144.32107063,200,880,169,280,360,480,560,660,720,840,30.163567817,-14.88,-44.09
2019,MG,São João del Rei,"135,043","375,987","1,272,581","383,453","2,167,063","273,069","2,440,131","27,087.89",506.10958904,76.15553325,0,744,2482,400.9,448.4,510.1,564.4,602.4,622.7,667.5,15.047241724,541.9711523,78.895679147,324.6,784.7,2482,429,487.9,550.1,600.3,637.2,656.9,695.9,14.557173165,546.64907333,55.934005432,328.8,722.7,2482,475,513.5,551.9,586.8,612.4,628.6,651.3,10.232159563,574.61297341,116.69938562,0,984.2,2482,420.6,480.5,571.4,662,732,768.7,836.3,20.309215249,646.02739726,161.35289338,60,980,2482,440,560,640,760,880,920,960,24.976168823,-21.13,-44.26
2019,MG,São João do Manhuaçu,"12,421","6,380","49,365","50,658","118,824","8,554","127,379","11,019.86",455.77788462,60.842535831,340.5,600.5,104,384.8,407.55,441.15,506.75,538.2,554,589.5,13.349163679,469.42019231,71.962353129,336.3,635.1,104,374.9,409.05,463.6,525.95,566.3,592.4,615,15.330050626,494.64615385,54.148131817,351.3,616.8,104,415.6,457.75,501.8,534.5,555.3,562.7,605.8,10.946841777,500.41826923,86.553062197,360.8,786.3,104,391.1,428.3,489.7,567.45,606.4,645,742.2,17.29614355,555,157.00473062,140,900,104,340,470,540,660,780,840,860,28.289140652,-20.39,-42.15
2019,MG,São João do Manteninha,"3,154","7,532","25,538","27,172","63,396","3,527","66,924","11,422.38",458.67567568,65.085496786,364.6,599.2,37,381,409.8,452.8,501.6,547.8,588.3,599.2,14.189873202,494.97837838,67.343192905,375.6,639.9,37,400.4,435.2,501.6,535.2,593.6,610.2,639.9,13.605279715,502.01621622,55.627728465,329.6,587.5,37,416.6,479,509.5,539.7,571.9,579.9,587.5,11.080862862,506.5027027,85.219600271,364.7,673.4,37,397.3,453.2,504.9,551.3,650.6,665.5,673.4,16.825102772,502.16216216,144.05120878,220,860,37,280,400,520,580,640,760,860,28.686193352,-18.72,-41.15
2019,MG,São João do Oriente,"5,504","12,929","36,596","33,416","88,446","5,699","94,145","12,555.96",462.03164557,62.499549833,345.4,609.3,79,379.2,416.2,457.7,514.7,541.7,565.7,609.3,13.527114524,491.77721519,70.173789667,324.7,648.7,79,386.2,440.5,496.1,547.2,584.8,599.5,648.7,14.269426785,513.04303797,55.056657725,384.9,635.8,79,421.4,474.6,521.9,544.7,581.8,601.3,635.8,10.731391648,527.56835443,95.054345514,363,813.7,79,409.2,443.4,514.6,597.7,662.9,681.6,813.7,18.017446406,594.6835443,161.52189217,120,960,79,400,500,580,700,820,900,960,27.160982293,-19.33,-42.15
2019,MG,São João do Pacuí,"3,715","1,136","7,773","22,005","34,630",864,"35,494","8,032.14",452.15434783,67.794053186,343.7,618.9,46,372.3,401,438.2,500.3,540.5,557.3,618.9,14.993564368,478.05652174,75.053674578,339.5,679.5,46,371.5,423.3,469.8,532,574.3,590.4,679.5,15.699749123,479.76521739,69.708288101,330.7,623.4,46,383.4,431.8,482.7,527.1,562.2,594.4,623.4,14.529666923,483.7673913,86.430920533,359.6,692.4,46,385.2,411.3,469.1,553,605.3,618.9,692.4,17.866214649,531.73913043,143.70191908,180,900,46,340,460,530,620,660,840,900,27.02489075,-16.54,-44.51
2019,MG,São João do Paraíso,"30,370","16,352","80,331","95,147","222,200","12,863","235,063","9,952.70",462.17861272,66.311712777,332,677.8,346,380.3,415,451,507.9,551.2,582,645,14.347637678,497.09277457,75.405402335,322.6,731.7,346,397,441.2,500.85,555.2,592.4,615.4,660.6,15.169281509,513.58063584,57.002376769,344,648.7,346,429.4,478,515.45,552.1,582.4,609.7,631.1,11.099012072,523.59913295,98.233246088,359.1,804.9,346,401.9,442.2,512.25,600.6,660.7,688.9,749.7,18.761155225,586.41618497,140.81909527,240,980,346,420,500,580,660,780,840,940,24.013507621,-15.31,-42.01
2019,MG,São João Evangelista,"18,538","12,187","96,652","63,694","191,072","14,900","205,972","13,057.70",491.38322785,74.511875289,335.2,656.7,316,387.2,429.05,496.1,553.7,582.8,603.7,631.8,15.163699342,524.12816456,73.096215335,328.7,686.4,316,428.3,467.4,530.45,581.5,616.3,630.3,649.3,13.946248318,531.22531646,52.825474178,351.5,638,316,467.9,502,535.55,570.2,595.5,605.5,629.3,9.944080702,537.88006329,103.34112082,359.5,855.1,316,407.5,451.7,528.9,613.05,674.6,720.2,764.2,19.212669863,610.3164557,153.73000817,220,960,316,400,520,600,700,820,880,920,25.188573359,-18.54,-42.76
2019,MG,São João Nepomuceno,"10,952","85,620","194,702","108,839","400,114","29,032","429,145","16,279.56",500.37892977,81.821142253,327.9,734.9,299,389.7,432,505.1,563.2,605.4,619.8,656.5,16.351836056,530.90936455,83.535130129,316.7,729.6,299,408,474.8,541,588.3,635.3,657.2,724.1,15.734348593,536.43411371,56.914218746,375.4,660,299,458.8,496.5,541.5,579.2,610,617.7,642.6,10.609731427,562.59966555,127.2895754,359,915.5,299,404.9,447.3,545,660.7,738.6,775.1,844.2,22.625249036,634.84949833,160.28150809,240,980,299,460,540,620,740,880,920,960,25.247166221,-21.54,-43.01
2019,MG,São Joaquim de Bicas,"32,808","131,969","195,228","144,208","504,214","75,620","579,834","18,361.96",480.07492163,71.809436832,342.3,804.9,319,384.2,423.5,474.5,530.5,576.1,593.4,659.1,14.9579646,514.66018809,71.238332916,328.9,710.6,319,413.3,462.5,521.6,560.9,598.6,630.2,674.7,13.841819236,529.13510972,54.537131969,323.9,677.8,319,463.1,503.2,534.2,560.5,589.7,609.4,646,10.306844314,524.77366771,103.33685253,362.7,888.4,319,407.1,449.4,504.1,587.2,672.5,706.7,809.9,19.691699277,562.57053292,155.00752835,220,980,319,340,480,560,640,780,860,960,27.553438953,-20.04,-44.27
